run_id,learning_rate,depth,l2_leaf_reg,subsample,colsample_bylevel,bagging_temperature,random_strength,seed,model_path,features,accuracy,auc,metric,time,best_param
96,0.01,8,5,1.0,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.01_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
97,0.05,6,1,0.8,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
98,0.05,6,1,0.8,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
99,0.05,6,1,0.8,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
100,0.05,6,1,0.8,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
101,0.05,6,1,0.8,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
102,0.05,6,1,0.8,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
103,0.05,6,1,0.8,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
104,0.05,6,1,0.8,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
105,0.05,6,1,1.0,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
106,0.05,6,1,1.0,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
107,0.05,6,1,1.0,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
108,0.05,6,1,1.0,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
109,0.05,6,1,1.0,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
110,0.05,6,1,1.0,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
111,0.05,6,1,1.0,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
112,0.05,6,1,1.0,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
113,0.05,6,3,0.8,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
114,0.05,6,3,0.8,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
115,0.05,6,3,0.8,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
116,0.05,6,3,0.8,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
117,0.05,6,3,0.8,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
118,0.05,6,3,0.8,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
119,0.05,6,3,0.8,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
120,0.05,6,3,0.8,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
121,0.05,6,3,1.0,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
122,0.05,6,3,1.0,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
123,0.05,6,3,1.0,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
124,0.05,6,3,1.0,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
125,0.05,6,3,1.0,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
126,0.05,6,3,1.0,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
127,0.05,6,3,1.0,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
128,0.05,6,3,1.0,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
129,0.05,6,5,0.8,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
130,0.05,6,5,0.8,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
131,0.05,6,5,0.8,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
132,0.05,6,5,0.8,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
133,0.05,6,5,0.8,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
134,0.05,6,5,0.8,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
135,0.05,6,5,0.8,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
136,0.05,6,5,0.8,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
137,0.05,6,5,1.0,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
138,0.05,6,5,1.0,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
139,0.05,6,5,1.0,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
140,0.05,6,5,1.0,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
141,0.05,6,5,1.0,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:29,{}
142,0.05,6,5,1.0,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
143,0.05,6,5,1.0,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
144,0.05,6,5,1.0,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth6_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
145,0.05,8,1,0.8,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
146,0.05,8,1,0.8,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
147,0.05,8,1,0.8,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
148,0.05,8,1,0.8,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
149,0.05,8,1,0.8,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
150,0.05,8,1,0.8,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
151,0.05,8,1,0.8,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
152,0.05,8,1,0.8,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
153,0.05,8,1,1.0,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
154,0.05,8,1,1.0,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
155,0.05,8,1,1.0,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
156,0.05,8,1,1.0,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
157,0.05,8,1,1.0,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
158,0.05,8,1,1.0,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
159,0.05,8,1,1.0,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
160,0.05,8,1,1.0,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l21.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
161,0.05,8,3,0.8,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
162,0.05,8,3,0.8,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
163,0.05,8,3,0.8,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
164,0.05,8,3,0.8,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
165,0.05,8,3,0.8,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
166,0.05,8,3,0.8,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
167,0.05,8,3,0.8,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
168,0.05,8,3,0.8,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
169,0.05,8,3,1.0,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
170,0.05,8,3,1.0,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
171,0.05,8,3,1.0,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
172,0.05,8,3,1.0,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
173,0.05,8,3,1.0,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
174,0.05,8,3,1.0,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
175,0.05,8,3,1.0,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
176,0.05,8,3,1.0,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l23.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
177,0.05,8,5,0.8,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
178,0.05,8,5,0.8,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
179,0.05,8,5,0.8,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
180,0.05,8,5,0.8,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
181,0.05,8,5,0.8,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
182,0.05,8,5,0.8,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
183,0.05,8,5,0.8,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
184,0.05,8,5,0.8,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
185,0.05,8,5,1.0,0.8,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
186,0.05,8,5,1.0,0.8,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
187,0.05,8,5,1.0,0.8,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
188,0.05,8,5,1.0,0.8,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
189,0.05,8,5,1.0,1.0,0.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
190,0.05,8,5,1.0,1.0,0.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
191,0.05,8,5,1.0,1.0,1.0,0.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
192,0.05,8,5,1.0,1.0,1.0,1.0,42,/content/drive/MyDrive/Phiradon168/output_default/model_lr0.05_depth8_l25.joblib,Close,-1.0,,-1.0,2025-06-11 08:57:30,{}
